"";"cut_region";"region";"cut_provincia";"provincia";"cut_comuna";"comuna";"año";"poblacion"
"273";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2002;28,7572619047619
"274";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2003;29,0906473162866
"275";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2004;29,4069157836029
"276";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2005;29,7753623188406
"277";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2006;30,0715709938084
"278";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2007;30,3689142391526
"279";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2008;30,6194147884539
"280";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2009;30,8609163384881
"281";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2010;31,0882682607883
"282";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2011;31,2794331395349
"283";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2012;31,4571908721033
"284";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2013;31,6629658318272
"285";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2014;31,8414225941423
"286";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2015;32,0268199233716
"287";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2016;32,1973621484189
"288";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2017;32,4209386839867
"289";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2018;32,6083641746854
"290";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2019;32,7063565014495
"291";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2020;32,8287763941527
"292";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2021;33,0564345991561
"293";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2022;33,3167854828257
"294";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2023;33,6050194776167
"295";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2024;33,887636203313
"296";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2025;34,1687698141356
"297";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2026;34,4603155116322
"298";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2027;34,7330017589616
"299";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2028;35,0417366274886
"300";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2029;35,3444246737841
"301";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2030;35,636886593097
"302";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2031;35,9173736199884
"303";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2032;36,2071942446043
"304";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2033;36,4656057494867
"305";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2034;36,7530256758285
"306";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2035;37,0021880610413
"307";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2002;29,2588325652842
"308";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2003;29,2054586808188
"309";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2004;29,605086013463
"310";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2005;29,839852398524
"311";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2006;30,2443471918308
"312";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2007;30,35734870317
"313";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2008;30,5256045519203
"314";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2009;30,6732255797611
"315";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2010;30,8736988202637
"316";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2011;31,1178082191781
