"";"cut_region";"region";"cut_provincia";"provincia";"cut_comuna";"comuna";"año";"mayor";"otros";"menores_porcentaje"
"2790";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2003;1992;15973;0,124710448882489
"2791";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2004;2073;16173;0,128176590613986
"2792";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2005;2152;16363;0,131516225630997
"2793";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2006;2243;16532;0,135676264214856
"2794";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2007;2330;16707;0,139462500748189
"2795";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2008;2430;16879;0,143965874755613
"2796";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2009;2530;17053;0,148360992200786
"2797";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2010;2647;17210;0,153805926786752
"2798";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2011;2768;17361;0,159437820402051
"2799";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2012;2889;17508;0,165010281014393
"2800";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2013;3015;17641;0,170908678646335
"2801";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2014;3162;17753;0,178110741846448
"2802";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2015;3307;17872;0,185038048343778
"2803";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2016;3451;18002;0,191700922119764
"2804";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2017;3617;18138;0,199415591575697
"2805";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2018;3796;18272;0,207749562171629
"2806";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2019;3972;18413;0,215717156356922
"2807";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2020;4169;18531;0,224974367276456
"2808";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2021;4353;18611;0,233893933695127
"2809";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2022;4547;18652;0,243780827793266
"2810";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2023;4744;18681;0,253947861463519
"2811";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2024;4943;18704;0,2642750213858
"2812";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2025;5150;18716;0,275165633682411
"2813";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2026;5354;18727;0,28589736743739
"2814";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2027;5559;18734;0,296733212341198
"2815";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2028;5763;18738;0,30755683637528
"2816";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2029;5962;18743;0,318092087712746
"2817";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2030;6162;18743;0,328762738088887
"2818";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2031;6350;18753;0,33861248866848
"2819";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2032;6528;18770;0,347789025039957
"2820";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2033;6715;18776;0,357637409458884
"2821";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2034;6915;18764;0,368524834790023
"2822";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6105;"Doñihue";2035;7119;18746;0,379761015683346
"2823";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2002;2595;24196;0,107249132087948
"2824";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2003;2695;24698;0,109118147218398
"2825";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2004;2802;25174;0,111305315007547
"2826";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2005;2905;25630;0,113343737807257
"2827";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2006;3022;26054;0,115989867198895
"2828";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2007;3142;26471;0,118695931396623
"2829";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2008;3272;26890;0,121680922275939
"2830";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2009;3409;27299;0,124876369097769
"2831";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2010;3549;27698;0,128131995089898
"2832";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2011;3710;28066;0,132188413026438
"2833";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2012;3875;28418;0,136357238370047
"2834";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2013;4049;28742;0,140873982325517
"2835";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2014;4229;29053;0,145561559907755
"2836";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2015;4421;29355;0,150604667007324
"2837";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2016;4611;29671;0,155404266792491
"2838";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2017;4818;30010;0,160546484505165
"2839";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2018;5078;30309;0,167540994424098
"2840";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2019;5331;30619;0,174107580260622
"2841";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2020;5590;30914;0,180824222035324
"2842";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2021;5857;31115;0,188237184637635
"2843";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2022;6135;31255;0,196288593824988
"2844";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2023;6424;31369;0,204788166661354
"2845";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2024;6707;31478;0,213069445326895
"2846";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2025;6999;31570;0,221697814380741
"2847";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2026;7295;31650;0,230489731437599
"2848";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2027;7587;31726;0,239141398222278
"2849";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2028;7881;31791;0,247900349155421
"2850";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2029;8165;31858;0,256293552639839
"2851";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2030;8448;31918;0,264678237984836
"2852";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2031;8717;31987;0,272516960015006
"2853";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2032;8979;32056;0,280103568754679
"2854";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2033;9248;32113;0,287983059820011
"2855";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2034;9531;32149;0,296463342561199
"2856";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6106;"Graneros";2035;9817;32177;0,305093700469279
"2857";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2002;2640;18247;0,144681317476846
"2858";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2003;2735;18576;0,147232988802756
"2859";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2004;2828;18855;0,149986740917529
"2860";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2005;2930;19089;0,153491539630153
"2861";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2006;3033;19300;0,157150259067358
"2862";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2007;3155;19486;0,161911115672791
"2863";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2008;3263;19692;0,165701807840748
"2864";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2009;3398;19871;0,171002969151024
"2865";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2010;3526;20055;0,175816504612316
"2866";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2011;3664;20223;0,181179844731247
"2867";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2012;3822;20367;0,187656503166888
"2868";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2013;3981;20498;0,194214069665333
"2869";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2014;4152;20616;0,20139697322468
"2870";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2015;4327;20735;0,208680974198216
"2871";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2016;4506;20861;0,216001150472173
"2872";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2017;4700;21003;0,223777555587297
"2873";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2018;4925;21126;0,233125059168797
"2874";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2019;5153;21250;0,242494117647059
"2875";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2020;5387;21362;0,252176762475424
"2876";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2021;5614;21420;0,262091503267974
"2877";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2022;5854;21429;0,273181203042606
"2878";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2023;6105;21415;0,285080551015643
"2879";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2024;6356;21393;0,297106530173421
"2880";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2025;6604;21368;0,309060277049794
"2881";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2026;6853;21336;0,321194225721785
"2882";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2027;7109;21289;0,333928319789563
"2883";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2028;7353;21247;0,346072386689886
"2884";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2029;7602;21192;0,35872027180068
"2885";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2030;7835;21146;0,370519247138939
"2886";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2031;8058;21103;0,381841444344406
"2887";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2032;8280;21055;0,393255758727143
"2888";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2033;8504;20997;0,405010239558032
"2889";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2034;8728;20931;0,4169891548421
"2890";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6107;"Las Cabras";2035;8963;20848;0,429921335379893
"2891";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2002;2704;27238;0,099273074381379
"2892";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2003;2934;28844;0,101719595063098
"2893";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2004;3159;30412;0,10387347099829
"2894";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2005;3385;31948;0,105953424314511
"2895";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2006;3616;33454;0,108088718837807
"2896";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2007;3855;34947;0,110309897845309
"2897";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2008;4104;36442;0,112617309697602
"2898";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2009;4368;37915;0,115205063958855
"2899";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2010;4635;39366;0,117741197988112
"2900";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2011;4919;40777;0,120631728670574
"2901";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2012;5213;42145;0,123692015660221
"2902";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2013;5527;43445;0,127218322016343
"2903";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2014;5832;44722;0,13040561692232
"2904";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2015;6157;45960;0,133964316797215
"2905";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2016;6484;47185;0,137416551870298
"2906";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2017;6817;48441;0,140727895790756
"2907";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2018;7269;49570;0,14664111357676
"2908";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2019;7724;50674;0,15242530686348
"2909";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2020;8189;51724;0,158321088856237
"2910";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2021;8662;52592;0,164701855795558
"2911";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2022;9130;53350;0,171134020618557
"2912";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2023;9619;54023;0,178053791903449
"2913";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2024;10108;54643;0,184982522921509
"2914";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2025;10599;55213;0,19196566026117
"2915";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2026;11093;55732;0,199041843106294
"2916";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2027;11588;56201;0,20618850198395
"2917";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2028;12079;56626;0,213311906191502
"2918";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2029;12559;57015;0,22027536613172
"2919";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2030;13019;57377;0,226902765916657
"2920";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2031;13462;57717;0,233241505968779
"2921";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2032;13899;58021;0,239551196980404
"2922";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2033;14334;58286;0,24592526507223
"2923";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2034;14792;58487;0,252910903277651
"2924";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6108;"Machalí";2035;15264;58638;0,26030901463215
"2925";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2002;1538;11833;0,129975492267388
"2926";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2003;1578;11808;0,133638211382114
"2927";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2004;1624;11778;0,137884190864323
"2928";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2005;1671;11746;0,142261195300528
"2929";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2006;1726;11706;0,147445754314027
"2930";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2007;1784;11669;0,152883708972491
"2931";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2008;1849;11639;0,158862445227253
"2932";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2009;1917;11611;0,165102058392903
"2933";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2010;1983;11587;0,171140070768965
"2934";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2011;2074;11542;0,179691561254549
"2935";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2012;2159;11501;0,18772280671246
"2936";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2013;2254;11446;0,196924689847982
"2937";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2014;2347;11395;0,205967529618254
"2938";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2015;2449;11339;0,215980245171532
"2939";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2016;2557;11285;0,22658396101019
"2940";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2017;2671;11245;0,237527790128946
"2941";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2018;2770;11227;0,246726641132983
"2942";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2019;2877;11204;0,256783291681542
"2943";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2020;2991;11172;0,267722878625134
"2944";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2021;3097;11116;0,278607412738395
"2945";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2022;3207;11038;0,290541764812466
"2946";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2023;3321;10953;0,303204601479047
"2947";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2024;3431;10869;0,315668414757567
"2948";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2025;3543;10782;0,328603227601558
"2949";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2026;3650;10699;0,34115337882045
"2950";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2027;3760;10611;0,354349260201678
"2951";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2028;3867;10524;0,367445838084379
"2952";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2029;3968;10441;0,380040226031989
"2953";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2030;4068;10357;0,392777831418364
"2954";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2031;4154;10286;0,403849893058526
"2955";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2032;4242;10212;0,415393654524089
"2956";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2033;4332;10135;0,427429699062654
"2957";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2034;4419;10060;0,439264413518887
"2958";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6109;"Malloa";2035;4511;9978;0,452094608137903
"2959";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2002;2276;19863;0,11458490661028
"2960";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2003;2368;20073;0,117969411647487
"2961";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2004;2456;20262;0,121212121212121
"2962";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2005;2551;20425;0,124895960832313
"2963";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2006;2650;20576;0,128790824261275
"2964";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2007;2755;20725;0,132931242460796
"2965";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2008;2870;20881;0,137445524639625
"2966";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2009;2990;21040;0,142110266159696
"2967";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2010;3117;21196;0,147056048311002
"2968";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2011;3256;21342;0,152563021272608
"2969";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2012;3412;21471;0,158912020865353
"2970";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2013;3568;21592;0,165246387550945
"2971";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2014;3739;21701;0,172296207548039
"2972";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2015;3912;21819;0,179293276502131
"2973";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2016;4094;21942;0,186582809224319
"2974";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2017;4287;22091;0,194060929790412
"2975";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2018;4500;22235;0,202383629413087
"2976";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2019;4713;22387;0,210523964801001
"2977";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2020;4937;22525;0,219178690344062
"2978";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2021;5157;22608;0,228105095541401
"2979";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2022;5383;22652;0,237639060568603
"2980";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2023;5628;22667;0,248290466316672
"2981";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2024;5870;22682;0,258795520677189
"2982";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2025;6112;22694;0,269322287829382
"2983";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2026;6350;22706;0,279661763410552
"2984";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2027;6590;22713;0,290142209307445
"2985";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2028;6831;22715;0,300726392251816
"2986";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2029;7064;22721;0,310901808899256
"2987";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2030;7290;22730;0,32072151341839
"2988";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2031;7512;22741;0,330328481597115
"2989";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2032;7724;22759;0,339382222417505
"2990";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2033;7943;22768;0,348866830639494
"2991";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2034;8172;22762;0,359019418328794
"2992";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6110;"Mostazal";2035;8404;22751;0,369390356467848
"2993";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2002;1154;11522;0,100156222877973
"2994";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2003;1209;11592;0,104296066252588
"2995";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2004;1259;11645;0,108115070845857
"2996";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2005;1317;11676;0,112795477903392
"2997";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2006;1367;11707;0,116767745793115
"2998";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2007;1424;11733;0,121367084292167
"2999";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2008;1488;11762;0,126509097092331
"3000";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2009;1556;11791;0,131965058095157
"3001";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2010;1625;11821;0,137467219355384
"3002";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2011;1701;11845;0,143604896580836
"3003";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2012;1789;11858;0,150868611907573
"3004";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2013;1874;11870;0,15787700084246
"3005";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2014;1972;11871;0,166119113806756
"3006";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2015;2066;11882;0,173876451775795
"3007";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2016;2167;11894;0,182192702202791
"3008";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2017;2270;11924;0,190372358269037
"3009";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2018;2372;11963;0,198278023907047
"3010";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2019;2478;12002;0,206465589068489
"3011";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2020;2582;12042;0,214416209931905
"3012";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2021;2685;12051;0,222803086880757
"3013";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2022;2795;12036;0,232220006646726
"3014";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2023;2902;12017;0,241491220770575
"3015";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2024;3019;11988;0,251835168501835
"3016";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2025;3123;11969;0,260924053805665
"3017";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2026;3235;11940;0,270938023450586
"3018";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2027;3348;11907;0,281179138321995
"3019";6;"Libertador General Bernardo O'Higgins";61;"Cachapoal";6111;"Olivar";2028;3452;11881;0,290547933675617
